task,city,model,seed,ablation_group,balanced_accuracy,accuracy,macro_precision,macro_recall,macro_f1,notes
sky_condition,Amherst,random_forest_tuned,2026,full,0.8106882507740347,0.8470149253731343,0.8257090484595295,0.8106882507740347,0.8079477523945116,"{""n_estimators"": 200, ""max_depth"": 10, ""min_samples_leaf"": 5}"
sky_condition,Amherst,gradient_boosting_tuned,2026,full,0.8098758582421898,0.8470149253731343,0.8253919240233683,0.8098758582421898,0.8088742141789774,"{""n_estimators"": 200, ""learning_rate"": 0.05, ""max_depth"": 3}"
sky_condition,Amherst,mlp_tuned,2026,full,0.8003904325590495,0.8395522388059702,0.8162556956250744,0.8003904325590495,0.8013879527682234,"{""hidden_size"": 64, ""dropout"": 0.3, ""lr"": 0.001}"
generation_regime,Amherst,random_forest_tuned,42,full,0.7567887843050668,0.7507258399004563,0.7690808171296375,0.7567887843050668,0.754983994251602,"{""n_estimators"": 100, ""max_depth"": null, ""min_samples_leaf"": 1}"
generation_regime,Amherst,gradient_boosting_tuned,42,full,0.7531626870978254,0.7469929489838242,0.7676603597266712,0.7531626870978254,0.7519015377238282,"{""n_estimators"": 200, ""learning_rate"": 0.05, ""max_depth"": 3}"
generation_regime,Amherst,mlp_tuned,42,full,0.7463412153085923,0.7407714641227706,0.7548392101428246,0.7463412153085923,0.7447434882003923,"{""hidden_size"": 32, ""dropout"": 0.2, ""lr"": 0.001}"
generation_regime,Amherst,random_forest_tuned,123,full,0.7569236308351376,0.7503110742430527,0.7691369573342409,0.7569236308351376,0.7553523339577145,"{""n_estimators"": 100, ""max_depth"": null, ""min_samples_leaf"": 1}"
generation_regime,Amherst,gradient_boosting_tuned,123,full,0.7535623673536209,0.7474077146412277,0.7680744807029082,0.7535623673536209,0.7522422943965147,"{""n_estimators"": 200, ""learning_rate"": 0.05, ""max_depth"": 3}"
generation_regime,Amherst,mlp_tuned,123,full,0.7486596082534139,0.7461634176690171,0.7673567989067456,0.7486596082534139,0.7501238443053518,"{""hidden_size"": 32, ""dropout"": 0.2, ""lr"": 0.001}"
generation_regime,Amherst,random_forest_tuned,2026,full,0.7539250804475636,0.7478224802986313,0.7666573866225935,0.7539250804475636,0.7521176535559734,"{""n_estimators"": 100, ""max_depth"": null, ""min_samples_leaf"": 1}"
generation_regime,Amherst,gradient_boosting_tuned,2026,full,0.7531626870978254,0.7469929489838242,0.7676603597266712,0.7531626870978254,0.7519015377238282,"{""n_estimators"": 200, ""learning_rate"": 0.05, ""max_depth"": 3}"
generation_regime,Amherst,mlp_tuned,2026,full,0.7463494851660766,0.7440895893819992,0.7623166893843295,0.7463494851660766,0.749312679576811,"{""hidden_size"": 32, ""dropout"": 0.2, ""lr"": 0.001}"
sky_condition,Davis,logistic_regression_balanced_weight,42,full,0.7719522651735158,0.8314327182251711,0.6948016415868672,0.7719522651735158,0.7200176255052013,class_weight=balanced
sky_condition,Davis,decision_tree_balanced_weight,42,full,0.6799519365786842,0.8111134148869998,0.6593951792070848,0.6799519365786842,0.6687509384014448,class_weight=balanced
sky_condition,Davis,random_forest_balanced_weight,42,full,0.7519738538194646,0.8581795562927639,0.7337337491996939,0.7519738538194646,0.7413492541609722,class_weight=balanced
sky_condition,Davis,logistic_regression_balanced_weight,123,full,0.7719522651735158,0.8314327182251711,0.6948016415868672,0.7719522651735158,0.7200176255052013,class_weight=balanced
sky_condition,Davis,decision_tree_balanced_weight,123,full,0.6743444599431699,0.8092473564171677,0.655785004789344,0.6743444599431699,0.6643171056833214,class_weight=balanced
sky_condition,Davis,random_forest_balanced_weight,123,full,0.7445367263185055,0.8546547791830811,0.7287748275192049,0.7445367263185055,0.735586448831369,class_weight=balanced
sky_condition,Davis,logistic_regression_balanced_weight,2026,full,0.7719522651735158,0.8314327182251711,0.6948016415868672,0.7719522651735158,0.7200176255052013,class_weight=balanced
sky_condition,Davis,decision_tree_balanced_weight,2026,full,0.6800705690378944,0.8121501140369065,0.6609223748844059,0.6800705690378944,0.669572911196787,class_weight=balanced
sky_condition,Davis,random_forest_balanced_weight,2026,full,0.742927095426248,0.8529960605432304,0.7254261758826837,0.742927095426248,0.7331104364104433,class_weight=balanced
sky_condition,Amherst,logistic_regression_balanced_weight,42,full,0.8089536887220722,0.8449419568822554,0.8140953335839912,0.8089536887220722,0.8071902493859211,class_weight=balanced
sky_condition,Amherst,decision_tree_balanced_weight,42,full,0.681848776340421,0.7317578772802653,0.689111560703637,0.681848776340421,0.683981949451896,class_weight=balanced
sky_condition,Amherst,random_forest_balanced_weight,42,full,0.8124153664907877,0.849502487562189,0.831650165412858,0.8124153664907877,0.8109043375329068,class_weight=balanced
sky_condition,Amherst,logistic_regression_balanced_weight,123,full,0.8089536887220722,0.8449419568822554,0.8140953335839912,0.8089536887220722,0.8071902493859211,class_weight=balanced
sky_condition,Amherst,decision_tree_balanced_weight,123,full,0.6888740167479487,0.7396351575456053,0.6981908940866073,0.6888740167479487,0.6909049917846204,class_weight=balanced
sky_condition,Amherst,random_forest_balanced_weight,123,full,0.8136362868507808,0.8503316749585407,0.8316718820310883,0.8136362868507808,0.8123916754334948,class_weight=balanced
sky_condition,Amherst,logistic_regression_balanced_weight,2026,full,0.8089536887220722,0.8449419568822554,0.8140953335839912,0.8089536887220722,0.8071902493859211,class_weight=balanced
sky_condition,Amherst,decision_tree_balanced_weight,2026,full,0.6865239281339202,0.7375621890547264,0.6920959272256845,0.6865239281339202,0.6883648758648758,class_weight=balanced
sky_condition,Amherst,random_forest_balanced_weight,2026,full,0.8105050808993437,0.8482587064676617,0.8297346262593597,0.8105050808993437,0.8096395610625128,class_weight=balanced
generation_regime,Davis,logistic_regression_balanced_weight,42,full,0.9305883700875958,0.9377980510055982,0.9367080619211058,0.9305883700875958,0.9333552480800682,class_weight=balanced
generation_regime,Davis,decision_tree_balanced_weight,42,full,0.9010308824986019,0.9087704748082106,0.9062071012219094,0.9010308824986019,0.9030560225511796,class_weight=balanced
generation_regime,Davis,random_forest_balanced_weight,42,full,0.9456768231705333,0.9496164213145345,0.9456639280518565,0.9456768231705333,0.9455168686380974,class_weight=balanced
generation_regime,Davis,logistic_regression_balanced_weight,123,full,0.9305883700875958,0.9377980510055982,0.9367080619211058,0.9305883700875958,0.9333552480800682,class_weight=balanced
generation_regime,Davis,decision_tree_balanced_weight,123,full,0.9049117972386455,0.9118805722579307,0.9094940592675824,0.9049117972386455,0.906723156232283,class_weight=balanced
generation_regime,Davis,random_forest_balanced_weight,123,full,0.9456768231705333,0.9496164213145345,0.9457526585490076,0.9456768231705333,0.9455642537245691,class_weight=balanced
generation_regime,Davis,logistic_regression_balanced_weight,2026,full,0.9305883700875958,0.9377980510055982,0.9367080619211058,0.9305883700875958,0.9333552480800682,class_weight=balanced
generation_regime,Davis,decision_tree_balanced_weight,2026,full,0.8966923633328379,0.9052456976985279,0.9018767906346549,0.8966923633328379,0.8988902688378699,class_weight=balanced
generation_regime,Davis,random_forest_balanced_weight,2026,full,0.9441055506685063,0.9481650425046652,0.9441140999422218,0.9441055506685063,0.9439777249477336,class_weight=balanced
generation_regime,Amherst,logistic_regression_balanced_weight,42,full,0.7354851105935207,0.7320613853172957,0.7506422884336467,0.7354851105935207,0.7361643252194913,class_weight=balanced
generation_regime,Amherst,decision_tree_balanced_weight,42,full,0.6568210642449457,0.6507673164661966,0.662491177068753,0.6568210642449457,0.6582259840714578,class_weight=balanced
generation_regime,Amherst,random_forest_balanced_weight,42,full,0.7580577632677734,0.7519701368726669,0.7707142306770353,0.7580577632677734,0.7563575360089588,class_weight=balanced
